Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,GeneID,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated
Ppa1,#N/A,2.285912469,#N/A,0.8969312651,3.799598897,1.593034048,1.274063651,221.4405084,700.381323,282.218126,165.5846713,156.4009711,815.3031062,734.1155955,775.3321577,619.2807371,536.2701293,183.0061591,234.0761169,248.908944,83.22138824,57.27380592,138.1362193,632.5580503,1357.017436,721.3175181,661.3580305,593.1914307,645.592481,551.7491364,472.1955229,452.7558867,290.1404951,474.9930076,603.4322207,581.1995191,615.3143574,471.8641554,479.4659498,654.540148,773.7628766,163.0620631,245.4767603,405.7941422,220.9701271,279.2788359,293.6603787,405.1519121,520.7030145,709.421121,657.1243495,350.6035575,352.014411,210.2523357,333.3566521,282.2376707,250.8774395,3587.643755,2961.146178,4071.944481,4368.742657,170.0904082,193.9478016,180.1654036,611.4108146,539.3040449,494.1892411,232.9691727,219.9646902,244.6986438,684.3100631,543.8007088,459.9834409,ENSMUSG00000020089,1,1,1,0,1,1,1,1,0,0,1,1,1
Eif4ebp2,#N/A,-2.540409867,#N/A,1.039931772,-0.4246948058,-0.3448771165,-0.6579740081,345.40934,219.8452523,301.0326677,627.4787543,446.2641041,201.2733965,323.010862,230.2966805,348.5254381,318.8910329,1604.915856,988.9513451,1131.007307,1525.057006,1603.666566,1287.756729,370.5632977,90.55285521,155.4563617,188.3561185,344.4096342,245.1517235,467.8261286,289.206612,319.4726931,376.1897674,412.8043068,406.5149077,169.8113378,217.0493241,302.0763909,244.9070679,432.9106117,406.3731749,465.2981164,568.0723259,659.6756055,440.9668175,483.5447614,337.4660705,1371.942983,676.6082224,559.4461413,932.6633871,1477.362092,1057.55836,3368.67529,4363.306965,3463.034453,3519.582406,2796.009576,2694.502683,2756.277854,2714.696011,3455.150127,3611.837015,3334.10744,2686.713808,2462.248077,3040.520246,1332.959149,1704.924873,1285.844316,827.2023943,893.8333489,1019.236813,ENSMUSG00000020091,1,1,1,0,1,1,1,1,1,0,1,1,1
Sgpl1,#N/A,3.323782998,#N/A,-1.831319246,0.6930006952,0.5165399681,0.7278552486,307.5562616,222.2479327,654.0293079,383.4592387,456.6908355,312.1196149,1127.447004,2702.147718,725.8546314,656.2387815,778.9801642,887.7073499,642.7964307,320.853545,609.5569344,740.6645971,6343.133501,2767.601349,7714.781042,9324.894836,7026.404793,6682.158072,1627.570672,1389.243398,1412.191395,1007.217764,2045.793812,1857.288294,1952.830384,2683.425842,3177.010318,1741.944638,3333.066762,3497.880729,7482.15989,5346.179709,4611.486252,6389.638389,4525.009569,6596.001489,845.6742292,1965.628405,2118.396588,3360.851156,687.2337849,843.4204682,713.4665656,959.054871,687.8182823,855.7201392,1202.154727,1114.073225,1405.626739,1476.41362,637.0841918,726.4226751,826.4564153,1127.325083,1066.177323,939.9833022,530.7942323,644.0121436,521.1610538,977.9603584,895.6192297,938.6414233,ENSMUSG00000020097,1,1,1,0,1,1,1,1,1,0,1,1,1
Unc5b,#N/A,#N/A,#N/A,#N/A,-2.757814985,-0.5674211368,-0.6734718735,328.3754547,315.9524665,266.0913759,264.935474,358.6795603,247.9454885,210.9616396,211.1052905,235.2306676,481.9253552,54.17945501,58.31654123,32.31449448,88.23472488,28.63690296,18.17581833,11.70199887,1.275392327,10.36375744,49.83413001,20.17149701,11.03576891,441.9349879,473.2471833,383.5707175,993.9794147,354.904482,102.93405,349.7304932,588.6951007,1061.433939,1338.365385,333.737862,252.8019169,11.42473054,34.75777137,12.48597361,1.946873367,1.154044777,14.60189728,40.7295573,28.53167203,3.946709992,38.06789335,40.64968783,67.17061214,2960.538403,3514.20743,1956.79948,2582.669205,471.6869331,454.4814221,306.1142675,395.1691207,2122.60752,1869.833124,1903.258944,1395.181249,1419.976076,1164.276348,790.21778,872.7118937,769.3890049,389.348829,577.7324443,555.3218892,ENSMUSG00000020099,1,1,1,0,1,1,0,1,1,0,0,0,0
Pno1,1.413662433,1.809853268,#N/A,#N/A,1.298460096,1.609427906,0.8847899125,203.4602961,206.6305104,246.3809037,141.1827197,201.2359161,780.2990372,377.1035901,694.7283195,531.9093463,276.8507359,307.0169117,298.8722738,262.0094147,280.7468519,150.3437405,182.6669743,891.3022476,1244.782911,1065.394265,737.3761949,563.3077314,696.8299795,301.7657089,304.9815181,225.8692288,388.3249212,332.3878834,463.949124,436.6577257,495.5277022,940.6033826,1007.223434,474.3044551,594.2026365,465.2981164,437.7306832,459.9000278,324.1544155,379.6807315,372.3483807,657.0320691,511.5321199,643.3137287,586.4268333,336.6302274,418.1749387,298.3727999,378.7350446,352.6157017,413.263564,789.2816262,748.1131248,1012.051252,998.8639663,210.348493,251.2505612,251.3935864,770.9599224,827.1241114,578.8808059,108.3776005,131.8199949,102.3499135,235.9689873,251.8091952,146.4477194,ENSMUSG00000020116,1,1,1,1,1,1,1,1,1,0,1,1,0
Plek,#N/A,6.91193524,#N/A,-2.614645965,2.67743259,1.073871416,1.786499011,507.2312499,1221.76296,558.1647381,119.395263,22.93880909,1787.395271,2031.568317,6487.96926,1050.37694,53.319401,69.83129757,831.0107126,153.71219,46.1226971,49.09183364,58.16261867,23816.81826,17313.45084,23150.56138,28070.12954,31129.10245,22092.82108,408.9014635,1862.490581,147.527199,366.2610052,66.47757669,77.57348697,529.6496487,2300.518072,3650.957758,1295.247944,137.1171061,75.6043116,15279.01918,14581.97127,12182.14825,13913.33051,22204.97554,31212.36666,1529.50206,2519.958033,7477.042079,6262.168456,13.97333019,55.04959942,238.8528372,408.4055319,221.291747,166.9475325,1116.286532,1298.672567,1661.763167,2547.360553,185.18719,275.0532459,580.3001953,770.9599224,555.5596632,862.7371497,211.6349994,353.3728778,225.8756712,749.857004,924.1933228,1058.551637,ENSMUSG00000020120,1,1,1,0,1,1,1,1,1,0,1,1,1
Ptprr,#N/A,#N/A,#N/A,#N/A,-2.479451098,-0.8096765614,-1.382523296,1868.049417,3632.852694,2394.822384,2942.178159,1285.615982,2127.955692,1026.989081,969.8049101,1420.985257,696.2283322,20.46779411,2.429855885,0,48.12803175,35.7961287,40.89559125,23.40399775,0,0,31.25191204,0.747092482,7.094422868,0,57.84132241,0,8.82556639,19.29994162,24.61466413,6.064690634,21.5001689,6.249856363,0,29.32063904,41.34610791,34.27419161,20.63742675,0,0,12.69449254,19.46919638,0,36.68357832,0,23.56583874,45.73089881,92.92776417,3612.939033,4199.246623,3507.292803,3322.529581,601.0773636,837.7139752,471.0411382,714.3936872,1561.007238,1464.305902,1803.748983,749.9972659,781.2258948,1221.978293,588.8231838,755.9797295,571.7477926,180.9095569,286.6338711,265.3750621,ENSMUSG00000020151,1,1,1,0,0,1,0,0,0,0,0,0,0
Ptprb,#N/A,-2.01971672,#N/A,#N/A,-3.761484395,-0.5782122634,-1.036847998,15868.95677,14515.79336,20716.60231,17633.02449,19103.85728,5939.0237,12964.48142,8239.503458,11152.81402,16844.82922,122.8067647,281.0533307,192.1402375,218.5814775,466.3724196,465.3009494,57.20977227,68.87118566,101.564823,87.84321222,49.30810381,68.57942106,13.39196933,266.0700831,38.66230043,214.019985,131.8829344,164.0977609,6.064690634,250.8353038,39.58242363,139.7005106,68.12736719,154.7525753,205.6451497,253.0800228,0,65.22025778,192.7254777,75.44313596,118.9731805,105.9747818,18.74687246,113.2973016,487.796254,1138.870153,32469.29912,31348.61522,33773.47387,30766.6969,2122.003061,3363.810241,1859.175633,2117.437145,39107.71002,32607.91494,35520.86629,21840.75889,22801.85151,27181.33894,54018.12686,70963.62663,51522.00531,20227.78597,33236.13494,32559.55438,ENSMUSG00000020154,1,1,1,0,1,1,1,1,0,0,0,1,0
Phlda1,#N/A,#N/A,#N/A,2.268649483,1.948290488,0.5957854677,1.733482771,71.92084887,82.89247219,33.14943067,54.03289273,23.98148223,26.98230316,106.6399497,33.26507607,86.41126564,46.14178932,45.75153979,24.29855885,27.07430619,50.13336641,222.9587445,81.7911825,94.91621309,77.79893194,99.49207147,49.83413001,78.44471061,59.90845977,21.42715093,39.96309548,6.104573753,68.39813953,15.0110657,85.0324761,41.44205267,46.07179049,128.1220554,70.71260411,47.43044551,60.24718581,88.2820087,45.61957493,49.94389442,20.44217035,155.7960448,64.89732126,201.5041256,175.2659853,190.4287571,145.0205461,586.8798681,745.9473243,209.4793492,212.0567185,207.5063594,239.9300604,883.3837575,443.6861389,773.4070678,1253.728741,224.4388227,300.6190925,400.1347917,485.6348756,421.6898649,490.4665349,145.0723786,147.7019219,110.584964,724.9491665,224.1280425,398.0625931,ENSMUSG00000020205,1,1,1,0,1,1,0,0,1,0,1,1,1
Vps13d,#N/A,#N/A,#N/A,#N/A,-0.804710814,-0.4757386713,-0.5674744962,289.5760494,134.5500998,274.154751,315.4823737,276.3083822,218.775431,326.8746283,121.5454703,257.3135466,241.9880507,375.6442214,225.9765973,246.2888498,181.4827864,175.9124039,138.1362193,211.2860908,62.49422402,124.3650893,299.0047801,199.4736927,204.1617248,388.3671106,354.4095573,402.9018677,339.784306,344.1822922,270.7613055,607.4798452,458.6702698,418.7403763,284.5751141,268.1976101,154.7525753,200.4520903,320.4232048,343.3642742,348.4903326,332.3648956,317.1856576,172.5647033,272.0698726,258.5095045,348.0493106,190.5454117,223.7336931,1671.969861,1811.645052,1672.38517,1484.28216,1001.011422,1002.881808,859.6188411,937.0785663,2325.910849,1734.069663,2073.997088,1374.218593,1564.364215,1470.468928,4118.348819,4160.270802,4452.809455,2349.202362,3275.305418,2962.371989,ENSMUSG00000020220,1,1,1,0,1,1,0,1,1,0,1,1,0
Ncln,#N/A,2.141369556,#N/A,-1.495381937,0.2945338256,0.6729353244,0.848873389,1047.583943,379.6234958,1305.370824,638.8082318,687.1215996,1053.768326,1428.048022,2269.701729,1637.973546,1463.207408,1261.779308,1053.747502,900.4390219,674.7951119,892.8577244,1053.288672,3652.973982,919.5578677,4284.377328,5449.657743,5426.132696,6016.070592,3437.272128,2522.933317,2080.642221,2530.731162,2733.086177,2239.188537,2648.248244,2786.831416,2478.068048,1882.507497,3132.134147,2660.326715,3551.013973,4728.143087,4056.900924,4548.869621,4044.926942,4219.137098,1033.244559,1529.501418,2001.968643,1901.581911,1331.277276,1123.213845,844.8742754,998.3246336,933.0530708,842.0359153,1118.639086,1133.504735,1123.251945,1061.936562,844.4133284,841.9097752,775.1302248,1412.65013,1397.026967,1116.811844,262.8370154,293.0215548,252.9336943,557.1489978,430.3972769,472.7607587,ENSMUSG00000020238,1,1,1,0,1,1,1,1,1,0,1,1,1
Txnrd1,#N/A,1.62936717,1.251531718,#N/A,2.104266971,0.9335834731,1.042956237,624.5757928,364.0060735,731.0793359,956.9051002,908.1683054,428.7998447,1705.466441,1445.751383,1829.038456,1369.898456,799.4479584,797.8026822,580.7875359,1060.822033,658.648768,705.2217514,2191.524345,1363.394398,2269.66288,2732.430688,3096.698338,2581.581655,399.080686,711.9740958,569.7602169,593.5193398,825.6086137,951.0211143,1444.407153,1422.0826,1869.748695,1443.571943,1515.187141,1952.717611,971.1020957,1492.411808,1026.971329,1431.925361,1916.868374,2646.188274,1136.140283,1693.558533,1560.923802,1469.239408,838.3998115,1335.83661,1041.212854,1248.778453,1081.790147,995.2992238,4406.332298,3837.723173,4706.663044,5828.422731,1157.419938,1265.068615,1331.338535,2662.257375,2642.972305,1866.006456,529.9408654,640.0416618,725.8608808,1449.898333,1280.476546,1173.547497,ENSMUSG00000020250,1,1,1,0,1,1,1,1,1,1,1,1,0
Cpeb4,#N/A,#N/A,#N/A,#N/A,0.8630478123,-0.5034807696,-0.8179593114,121.1298507,21.62412318,180.9779729,74.9488512,246.0708612,226.0679454,103.5489366,104.9129322,294.7584284,167.1358147,333.5046453,119.0629384,580.7875359,327.8722163,420.3488256,389.8713033,177.4803163,401.748583,138.8743498,217.0740917,168.8429009,208.1030708,387.4743126,463.7822397,706.0956974,366.2610052,544.6872412,431.1295718,883.423269,331.7168915,626.027279,616.5794139,673.5123262,453.6258696,91.3978443,184.6506604,243.4764853,253.0935377,113.0963881,283.114564,689.1869828,248.633142,74.00081235,263.7561182,497.9586759,495.4463948,714.2395522,643.1514467,770.5306074,690.5971699,1111.581426,972.655015,1490.589066,1554.932566,767.9229673,659.4225255,682.9525764,485.6348756,478.1064228,523.9708903,2077.948482,2271.115574,2143.466004,1120.85269,1207.255432,1353.412817,ENSMUSG00000020300,1,1,1,0,1,1,0,1,0,0,1,1,0
Sptbn1,#N/A,-3.197152377,#N/A,3.374980623,-0.7080507772,-0.5591571975,-1.001323815,19383.6151,15214.97334,15233.50729,13131.73593,26863.43079,9800.410057,10351.80265,6184.745297,13717.30836,20580.26341,2081.69506,1520.279832,2100.442141,1830.870541,4916.34259,4205.884363,169.6789837,492.3014382,186.547634,517.7681643,139.7062941,309.7897986,1317.769782,1731.033031,1667.566063,2086.143256,2141.221301,2245.155729,1740.566212,1395.463343,1221.846919,1670.369685,1955.859098,1920.822042,426.8694774,506.1600456,168.5606437,320.2606688,361.216015,307.4510595,1296.914851,2464.932666,1238.28026,2059.291755,6432.813099,8193.299555,43957.4249,36638.68859,44181.44144,40252.60096,27440.18148,24046.4933,22215.1497,27322.01875,56839.38346,48605.96383,48414.21485,34711.82998,34976.35346,34735.64039,80845.42313,86558.09084,95328.94472,38444.59178,52010.20703,40787.16417,ENSMUSG00000020315,1,1,1,0,1,1,1,1,1,0,1,1,1
Nudcd2,#N/A,1.307769376,#N/A,#N/A,-0.591423904,0.5501546973,1.306016954,173.1778335,1019.93781,368.2274596,164.713173,303.4178839,447.0311307,277.4184198,330.0919087,441.6575799,260.4447664,240.7975778,277.8135228,162.4458371,234.6241548,184.0943762,231.7416838,411.5202937,1086.634263,578.2976654,521.1467494,308.5491951,394.1346038,316.0504762,431.180767,354.0652777,272.4893623,402.0821171,431.1295718,539.7574664,441.2653711,557.278859,498.4376241,501.9003507,398.1039533,267.9618617,326.940287,424.5231026,326.1012889,273.508612,217.4060262,305.4716798,282.2597554,162.8017872,230.2201169,217.2217693,333.3278497,380.3093719,475.6004592,351.890155,398.6670585,255.2520311,273.1206646,296.1186996,240.7056207,285.832402,318.2507108,265.010739,433.2282343,448.4638245,392.7454986,149.3392133,184.2303543,170.5831892,542.7286708,371.4632099,335.1588747,ENSMUSG00000020328,1,1,1,0,1,1,1,1,1,0,1,1,0
Hcn2,#N/A,#N/A,#N/A,#N/A,-1.191987528,-1.093711075,-1.6089411,34.06777052,34.83886512,4.479652794,0.8714982698,8.341385124,35.00406896,32.45563686,14.07368603,3.840500695,29.73581979,8.427915224,3.239807846,6.11355301,0,0,0,1.300222097,3.826176981,6.218254467,0.8446462713,1.494184964,0,277.6601641,120.9409468,201.4509338,1622.80102,57.89982486,112.6307359,103.0997408,184.287162,765.6074044,168.158022,112.9706975,179.5602401,16.61778987,17.37888569,0,0,5.770223883,0.8112165157,0,1.018988287,0.986677498,9.063784131,0,1.010084393,1358.13733,1130.096504,1036.80625,848.4218864,554.026298,557.0366124,418.5644066,383.5843582,705.5229359,625.0408697,662.0031109,265.5269823,332.7620702,333.1822002,365.2410473,354.1669741,550.5719485,117.9844936,140.1916441,156.2764254,ENSMUSG00000020331,1,0,0,0,0,1,0,1,1,0,0,0,0
Cyfip2,#N/A,-3.975118761,#N/A,6.418856028,0.6407295793,-1.006697238,-1.352533822,2.838980876,0,48.38025017,0,32.32286736,0,0,53.73589212,0,23.58358121,372.0322577,366.9082386,420.961793,236.6294895,247.5046613,406.2295398,7.801332583,40.81255446,49.74603573,0,21.66568198,13.40057653,126.7773097,257.6567998,141.4226253,517.3988296,263.7658688,183.4911326,127.3585033,230.3589524,209.3701881,474.2918569,187.9970386,205.5492222,8.308894936,1.086180355,0,0,12.69449254,0,226.1562261,366.8357832,805.1288383,218.4371976,58.43392626,184.8454439,748.2509594,396.1882724,864.8516799,457.0530808,1125.696746,944.5872788,943.3317224,834.1028997,542.4776925,637.3830026,545.7335772,295.8063751,282.0827894,281.9949907,2147.071203,1678.719694,3590.482023,1153.62616,825.9698779,924.8812349,ENSMUSG00000020340,1,0,0,0,1,1,1,1,1,0,0,1,1
Hnrnpab,#N/A,#N/A,#N/A,0.571033768,0.8124341681,0.6212100387,0.8551125508,1604.024195,1221.76296,1484.556936,1100.702315,1620.31406,3146.719949,2810.503601,3023.283645,1426.746008,2484.479012,2243.029437,1326.701313,2798.260549,1826.859872,2096.630395,2008.427926,2214.278231,3133.638947,3285.31111,1613.274378,2450.463341,2555.568771,782.0910088,879.1881006,499.5576188,892.4854012,922.1083218,1552.215638,1060.310079,1850.038343,2069.744099,984.8023646,1289.245746,1844.036413,2261.058035,1813.921193,881.301637,1838.821895,1594.889881,1821.181078,2549.884653,2458.818736,2609.761982,2865.062164,2586.336388,2101.48058,2509.887257,3160.779566,2861.556229,3457.547258,5337.943397,4780.151395,5067.752935,5868.325802,2175.949483,2164.28115,2434.327895,3526.38466,3679.50703,3213.626082,955.770965,1230.84935,1172.90648,2309.874198,2048.405297,1720.023551,ENSMUSG00000020358,1,1,1,0,1,1,0,1,1,0,1,1,1
Havcr2,#N/A,5.669902625,#N/A,-4.787655328,0.8945895679,1.404549615,3.013141009,176.9631413,299.133704,230.2541536,57.51888581,20.85346281,152.4135503,243.4172764,541.1971992,125.7763978,1.025373096,0,289.9628023,29.69440033,0,0,0,2917.698386,2177.094702,1996.059684,2771.284416,3395.535331,3030.895103,118.7421281,442.7490315,22.38343709,39.71504876,27.87769345,26.10646196,47.5067433,280.5260132,198.9537609,80.19844125,6.036602156,25.98898211,6626.343712,7823.7571,5667.591519,7093.433111,7218.550077,6605.736088,171.4928728,295.5066032,686.7275386,319.9515798,0,12.12101272,13.91375751,16.58056647,22.49194805,15.50878717,39.9934058,25.90867965,36.23393371,25.74391666,19.12259027,35.26323666,40.85145779,100.1549144,66.93489919,85.62224139,25.60100799,17.4701198,23.52871575,167.8001687,161.6222139,205.4199555,ENSMUSG00000020399,1,1,0,0,0,1,1,1,0,0,1,0,1
Upp1,2.394085427,#N/A,#N/A,4.418035563,8.101408178,3.859169444,3.889008524,215.7625466,758.0456515,533.0786825,664.9531799,70.90177355,2549.463022,1813.651898,3027.121923,3118.486564,1279.665624,0,140.9316413,34.93458863,0,4.090986137,36.35163667,13.65233202,33.1602005,64.25529616,114.8718929,37.3546241,44.93134483,803.5181598,556.3283555,609.4399463,538.3595498,370.9877667,565.3913762,574.1240467,636.8145263,662.4847744,383.7452296,748.5386673,863.5429966,23.88807294,17.37888569,0,0,9.232358212,0.8112165157,27.86759184,202.7786691,343.3637693,256.5050909,38.10908234,223.2286509,30.91946113,29.67048736,128.4217679,27.36844795,14221.18459,11495.89706,15558.10147,18305.21194,66.4258399,52.01327407,133.0291061,1084.235178,1858.877772,701.7301088,23.89427412,36.52843231,21.17584417,393.2816455,450.0419659,383.3195341,ENSMUSG00000020407,1,1,1,1,0,1,0,1,1,0,0,1,1
Myo1g,#N/A,7.85564656,#N/A,#N/A,2.474103603,2.40712708,3.756025287,12.30225046,1.201340177,5.375583353,1.74299654,0,2.18775431,146.8231191,157.3693983,58.5676356,0,0,0,15.72056488,0,0,0,730.0747075,349.4574976,410.4047948,1090.438336,578.9966735,545.4822916,107.1357546,92.54611585,0,13.23834959,5.361094894,0,44.47439798,112.6199323,137.49684,107.7936038,7.761345629,2.362634738,495.4178606,462.7128314,652.3921209,615.2119838,894.3847018,606.7899538,0,102.917817,432.1647441,268.2880103,0,0,20.87063626,29.67048736,18.13866778,10.03509758,88.22074808,168.4064177,76.21620539,104.2628625,17.10968604,38.78956032,27.23430519,196.8160527,99.44613593,147.9775694,11.94713706,23.82289064,15.29366523,156.0017194,205.376294,333.1931335,ENSMUSG00000020437,1,0,0,0,0,1,1,0,0,0,1,0,0
Pnpt1,#N/A,#N/A,#N/A,#N/A,1.902694345,0.6539447409,1.001302199,175.0704874,141.7581409,231.1500842,58.39038408,267.9669971,400.3590387,380.1946032,394.0632089,327.4026843,346.5761065,125.2147405,221.9268375,274.2365207,593.5790583,223.981491,313.5328663,396.5677396,183.6564951,462.223582,583.6505735,398.2002929,488.7269087,199.986742,259.7601206,638.9453861,152.2410202,322.7379126,287.9169805,457.8841429,270.2878375,452.0729436,309.5832302,357.8842707,408.7358096,179.679853,509.4185867,318.3923269,344.5965859,372.7564628,210.1050776,105.0393846,145.715325,356.1905768,80.66767876,113.0569443,453.0228503,299.918773,356.9185098,301.1018852,376.7723001,1023.360678,879.8155796,1581.798623,1504.731929,303.9485402,264.4742749,274.4379985,455.3554829,477.1502099,393.6761751,451.4311076,485.986969,544.6897695,1202.130896,826.8628183,938.6414233,ENSMUSG00000020464,1,1,1,0,1,1,0,1,0,0,1,1,0
Shmt1,#N/A,2.948655193,#N/A,-2.999929834,1.56309894,1.368221712,2.161832761,0,0,67.19479191,0,16.68277025,0,63.36576719,28.14737206,138.258025,33.83731217,50.56749134,37.25779023,0,0,8.181972274,27.2637275,156.0266517,62.49422402,72.54630211,151.1916826,250.2759815,256.9757617,90.17259348,166.1623444,93.60346421,122.4547337,45.03319711,88.76197066,60.64690634,183.2633444,39.58242363,158.6721848,93.99851928,77.96694634,88.2820087,120.5660194,147.7506877,160.6170527,148.8717762,305.0174099,45.01687912,60.12030892,0,14.50205461,0,2.020168786,15.45973057,20.94387343,19.58976121,29.19301115,58.81383206,41.02207611,59.97340752,91.39090413,19.12259027,37.90797941,28.28177847,80.35684992,67.89111203,73.52344641,34.13467732,41.29301044,28.2344589,196.6408227,138.4057633,133.6704016,ENSMUSG00000020534,1,0,0,0,0,1,1,1,1,0,1,0,1
Tspan13,#N/A,1.028740194,#N/A,#N/A,-2.39304889,-0.6739428475,-0.5855329582,11317.1241,15210.16798,9776.394257,10802.22105,14925.86601,15273.44209,4611.791447,3560.642566,5196.197441,7225.804208,1072.753209,902.2864852,1407.863922,247.6588301,1046.269705,1339.557811,2073.204134,3355.557212,1351.433971,2074.451242,1919.280586,1500.864571,166.9532176,537.3984682,208.5729365,483.1997599,803.0920151,1175.536687,130.3908486,477.098986,305.201319,559.6643911,692.4845044,986.400003,4398.521257,3585.481353,3252.596124,3659.148492,3212.860658,3454.97114,2088.997557,1177.950459,2775.523802,4231.880811,957.8082695,1114.123086,13382.71576,17457.59117,9000.406954,16314.33182,2373.726262,3594.829301,2665.068297,2055.651745,5925.990081,5078.787659,5482.47513,3246.882573,3177.495286,3907.910778,4244.647125,4935.308844,4376.341129,2982.385812,3259.232491,2792.335375,ENSMUSG00000020577,1,1,1,0,1,1,1,1,1,0,1,1,0
